airline,origin,destination,departure_hour,distance,day,delay
United Nigeria,LOK,JOS,3,1408,17,0
Arik Air,ABV,JOS,5,1145,26,0
Dana Air,LOK,ILR,8,694,4,1
Aero Contractors,KAN,ILR,21,963,3,1
Dana Air,LOS,JOS,16,1054,8,0
Air Peace,BEN,BAK,22,530,23,1
Air Peace,KAN,BEN,5,1103,2,0
Arik Air,ILR,ABV,15,491,26,0
United Nigeria,JOS,BAK,6,625,19,0
Azman Air,YOLA,BEN,4,494,22,0
Azman Air,BEN,ILR,23,699,16,0
Azman Air,LOK,ILR,18,1044,29,1
Air Peace,JOS,LOS,0,852,28,0
Dana Air,KAN,JOS,19,833,18,1
Overland Airways,BEN,BAK,22,949,26,0
Overland Airways,BAK,PHC,3,595,18,1
Dana Air,YOLA,PHC,16,694,2,0
Arik Air,BAK,PHC,1,1125,21,0
Arik Air,YOLA,ILR,13,1238,30,0
Dana Air,PHC,JOS,21,1253,1,0
Aero Contractors,ABV,JOS,1,1252,23,0
Ibom Air,YOLA,ABV,0,359,16,0
Ibom Air,KAN,YOLA,12,869,17,1
Dana Air,BEN,ABV,7,826,21,1
Ibom Air,PHC,BEN,21,471,23,0
Overland Airways,PHC,ILR,23,1049,23,0
Green Africa,LOK,LOS,19,688,25,0
Overland Airways,LOS,YOLA,20,375,27,1
United Nigeria,YOLA,LOK,1,1454,20,0
Ibom Air,KAN,YOLA,16,995,31,1
Green Africa,LOS,BEN,5,961,16,0
Green Africa,LOS,KAN,2,666,21,0
Aero Contractors,BEN,ILR,16,1279,16,0
Green Africa,BAK,BEN,5,472,24,0
Aero Contractors,LOK,BAK,7,901,9,0
Azman Air,KAN,JOS,13,1244,21,0
United Nigeria,ILR,LOK,9,364,28,0
Max Air,LOK,BAK,9,1191,2,1
Dana Air,BEN,LOK,7,1490,13,1
Dana Air,JOS,PHC,15,387,5,0
Arik Air,BEN,BAK,2,407,21,0
Ibom Air,YOLA,ABV,12,873,17,0
Air Peace,ABV,PHC,10,872,6,1
Azman Air,JOS,BAK,13,689,17,0
United Nigeria,JOS,LOS,6,771,26,1
Azman Air,PHC,ILR,18,1249,2,1
Aero Contractors,JOS,ABV,14,1073,7,0
Arik Air,ILR,PHC,5,714,29,1
Arik Air,BEN,BAK,21,479,24,0
Arik Air,YOLA,KAN,6,1017,8,1
Overland Airways,LOK,BEN,23,1138,23,1
Air Peace,PHC,YOLA,13,959,23,0
Overland Airways,LOS,BAK,3,1256,29,1
Green Africa,BAK,LOS,8,490,19,0
Dana Air,BEN,YOLA,6,984,25,1
Green Africa,KAN,ILR,14,1025,5,1
Ibom Air,LOS,PHC,2,1266,5,0
Arik Air,LOK,ABV,4,1170,23,0
Arik Air,LOS,YOLA,16,941,27,1
Dana Air,JOS,PHC,23,282,26,0
United Nigeria,BAK,KAN,0,1427,24,0
Arik Air,ABV,YOLA,0,841,22,0
Air Peace,BAK,YOLA,15,1361,21,0
Max Air,BEN,ABV,22,282,1,0
Arik Air,YOLA,PHC,13,847,26,0
Green Africa,LOK,ABV,13,350,10,0
Azman Air,YOLA,PHC,7,1143,29,1
United Nigeria,BEN,ILR,18,1059,25,1
Overland Airways,YOLA,KAN,1,518,22,0
Aero Contractors,KAN,LOS,22,1470,3,0
United Nigeria,LOS,ABV,9,1260,28,1
Aero Contractors,ILR,PHC,4,1491,12,1
Green Africa,BEN,ILR,14,314,26,0
United Nigeria,JOS,ILR,0,1304,31,0
Overland Airways,LOK,YOLA,1,904,12,1
Aero Contractors,JOS,YOLA,18,925,7,1
Dana Air,LOS,PHC,21,1307,16,1
Air Peace,ILR,BEN,16,1086,20,0
United Nigeria,LOS,KAN,14,977,29,1
Green Africa,PHC,BAK,23,1009,3,0
Arik Air,JOS,BAK,17,353,28,0
Overland Airways,LOS,ILR,20,452,7,0
Aero Contractors,LOS,ILR,7,701,22,0
Aero Contractors,YOLA,LOS,20,647,14,0
Air Peace,BEN,JOS,13,1496,27,1
Aero Contractors,YOLA,ILR,7,1129,4,1
Max Air,PHC,BEN,21,1024,30,1
Ibom Air,BAK,KAN,22,1053,10,1
Aero Contractors,YOLA,KAN,18,331,2,1
United Nigeria,JOS,ILR,4,1306,16,1
Green Africa,YOLA,BEN,9,1017,3,1
Arik Air,KAN,PHC,6,325,15,1
United Nigeria,KAN,YOLA,8,1437,8,0
Dana Air,LOK,ILR,13,1034,16,0
United Nigeria,PHC,ILR,5,1095,11,0
United Nigeria,PHC,BEN,9,1154,24,1
Green Africa,YOLA,JOS,0,661,11,1
Air Peace,ILR,KAN,10,824,11,1
Aero Contractors,LOS,BEN,7,304,1,0
Air Peace,BEN,LOK,5,262,2,0
Dana Air,LOS,LOK,16,1162,20,1
Azman Air,LOS,LOK,3,950,1,0
Arik Air,PHC,JOS,5,225,19,0
Max Air,PHC,BEN,14,200,20,1
Arik Air,KAN,LOS,9,293,10,1
Aero Contractors,PHC,ILR,16,1082,19,1
Arik Air,YOLA,ILR,9,651,21,0
Ibom Air,KAN,LOK,4,1235,11,1
Max Air,JOS,YOLA,18,497,12,0
Dana Air,LOS,BEN,6,1390,10,1
Aero Contractors,JOS,BEN,23,453,7,0
Overland Airways,LOS,PHC,18,1367,24,1
Dana Air,LOS,BAK,9,408,8,1
Ibom Air,LOK,LOS,18,1449,11,1
Max Air,LOS,YOLA,10,1106,18,0
Green Africa,ILR,JOS,2,483,16,0
Ibom Air,JOS,ABV,10,1334,1,0
Dana Air,LOS,JOS,5,549,29,0
Aero Contractors,ABV,JOS,5,1303,30,0
Azman Air,ABV,BAK,14,383,6,1
Aero Contractors,ABV,JOS,2,411,17,0
Max Air,YOLA,BAK,21,1474,22,0
Azman Air,KAN,PHC,10,366,13,0
Air Peace,JOS,BAK,7,1385,23,0
Max Air,LOS,JOS,22,1496,25,0
Max Air,BAK,KAN,22,1074,10,1
Ibom Air,KAN,PHC,7,606,31,0
Aero Contractors,BAK,ILR,22,637,10,0
Dana Air,BEN,JOS,15,1310,1,0
Green Africa,ILR,BAK,2,604,7,0
Arik Air,BEN,ABV,7,474,20,0
United Nigeria,PHC,JOS,7,761,9,0
Green Africa,KAN,PHC,12,311,11,0
Air Peace,LOK,YOLA,9,501,2,1
Dana Air,LOS,BEN,4,335,1,0
Aero Contractors,YOLA,JOS,4,532,23,0
Overland Airways,JOS,ILR,16,1226,12,0
Max Air,LOS,LOK,21,1385,7,0
Green Africa,JOS,YOLA,13,276,19,0
Arik Air,LOK,YOLA,5,384,5,0
Green Africa,ILR,BEN,11,1386,12,0
Dana Air,PHC,JOS,19,1244,14,1
Aero Contractors,ABV,YOLA,21,1152,28,1
Azman Air,LOK,LOS,21,498,7,1
Green Africa,PHC,BEN,0,671,8,0
Green Africa,LOS,BEN,4,609,14,0
Aero Contractors,BAK,PHC,17,886,12,1
Air Peace,PHC,JOS,13,364,9,0
Ibom Air,YOLA,ILR,6,1305,10,1
Green Africa,PHC,YOLA,14,857,10,1
Aero Contractors,BEN,YOLA,8,363,1,0
Ibom Air,ILR,ABV,14,303,25,0
Aero Contractors,LOK,BAK,15,1353,22,0
Air Peace,LOS,YOLA,6,319,14,1
Aero Contractors,LOK,JOS,6,458,23,1
Dana Air,KAN,ABV,16,1327,9,1
Green Africa,LOK,ILR,10,563,23,0
Arik Air,YOLA,ILR,5,568,23,1
Arik Air,LOK,KAN,13,1157,27,1
Aero Contractors,PHC,KAN,20,593,19,0
Ibom Air,PHC,JOS,23,1454,25,0
Ibom Air,PHC,ABV,3,334,20,1
Aero Contractors,KAN,BEN,0,244,22,0
Dana Air,JOS,ABV,5,823,29,1
Dana Air,ABV,JOS,0,1124,23,1
Max Air,KAN,LOS,20,794,28,1
Aero Contractors,PHC,LOK,4,965,29,1
United Nigeria,LOK,PHC,18,1368,12,0
Air Peace,ABV,KAN,4,492,25,0
Arik Air,LOS,JOS,21,735,13,0
Air Peace,BAK,PHC,4,833,29,0
Arik Air,LOS,LOK,16,665,26,1
Azman Air,YOLA,LOS,11,248,28,0
Azman Air,PHC,ILR,6,860,3,0
Aero Contractors,LOK,YOLA,14,658,30,0
Azman Air,JOS,PHC,18,896,11,0
Overland Airways,BEN,LOK,22,961,2,1
Dana Air,ABV,JOS,12,954,18,1
Air Peace,BAK,ILR,18,860,24,1
Air Peace,LOS,YOLA,12,267,25,0
Azman Air,BAK,KAN,5,708,9,0
Dana Air,ILR,ABV,0,935,1,1
Max Air,LOS,PHC,5,409,26,0
Arik Air,LOS,BEN,12,903,26,1
Overland Airways,LOS,JOS,12,323,31,1
Max Air,LOK,BAK,12,995,16,0
Green Africa,KAN,ABV,19,491,25,0
Ibom Air,LOK,BEN,3,620,1,0
Azman Air,BEN,ILR,4,1011,21,1
Arik Air,LOK,ABV,12,249,20,0
Green Africa,BAK,JOS,8,382,24,0
Arik Air,LOK,PHC,16,446,5,0
Arik Air,KAN,JOS,2,1311,28,0
Azman Air,ABV,KAN,19,849,25,1
Arik Air,JOS,KAN,17,749,17,0
Max Air,ABV,LOK,14,760,8,0
Max Air,ILR,BEN,22,271,6,0
Green Africa,BEN,KAN,0,969,1,0
Air Peace,ILR,LOK,8,755,13,0
Dana Air,ILR,PHC,5,703,18,0
Overland Airways,JOS,ILR,17,827,4,1
Overland Airways,JOS,BEN,0,860,15,0
United Nigeria,KAN,PHC,21,707,14,0
Azman Air,KAN,ABV,6,1294,16,0
Aero Contractors,ABV,LOK,9,360,5,0
Aero Contractors,KAN,LOK,5,326,30,1
Green Africa,KAN,BEN,6,689,1,1
Arik Air,YOLA,KAN,5,438,26,0
Arik Air,PHC,ABV,7,375,23,0
Ibom Air,JOS,LOK,8,558,4,0
Air Peace,ABV,BAK,8,1412,30,0
United Nigeria,JOS,LOK,6,833,30,1
Max Air,LOK,KAN,8,1256,30,1
Arik Air,PHC,KAN,16,700,17,0
United Nigeria,YOLA,KAN,2,511,28,1
Overland Airways,YOLA,ABV,15,1374,6,1
Ibom Air,BAK,ILR,15,310,25,1
Max Air,BEN,LOS,1,1355,25,0
United Nigeria,BEN,YOLA,15,1252,4,0
Green Africa,LOK,BAK,14,1049,7,0
Max Air,YOLA,LOK,0,1132,26,0
Azman Air,LOK,BEN,20,607,1,0
Aero Contractors,ILR,YOLA,16,823,10,1
Azman Air,PHC,YOLA,2,1328,13,0
Azman Air,BAK,ILR,21,918,9,1
Max Air,LOK,BAK,21,751,14,1
Ibom Air,BAK,KAN,18,979,1,0
Max Air,PHC,BEN,19,519,30,0
Dana Air,ABV,KAN,6,1269,9,1
Air Peace,LOK,LOS,21,1464,6,1
Ibom Air,KAN,BAK,10,1493,10,1
Green Africa,LOS,YOLA,17,866,11,1
Ibom Air,YOLA,BEN,13,827,7,1
Overland Airways,YOLA,KAN,15,1260,20,1
Aero Contractors,ABV,BEN,1,1333,28,0
Max Air,LOS,PHC,22,275,22,1
Azman Air,PHC,ABV,10,809,12,1
Max Air,ABV,YOLA,10,678,22,0
Overland Airways,YOLA,KAN,9,787,12,0
United Nigeria,YOLA,BAK,3,792,14,0
Overland Airways,BEN,PHC,16,563,10,1
Dana Air,BAK,JOS,9,508,16,0
Azman Air,BAK,ILR,8,1286,22,1
Azman Air,BEN,LOK,12,466,4,1
Arik Air,ILR,ABV,10,232,29,1
United Nigeria,BEN,JOS,9,239,23,0
Arik Air,BAK,BEN,23,885,14,1
Aero Contractors,YOLA,BAK,4,459,2,0
Air Peace,KAN,LOK,2,935,2,0
Air Peace,BAK,BEN,3,466,29,0
Max Air,LOS,ABV,2,866,11,0
Azman Air,ABV,BEN,23,838,6,0
Overland Airways,BAK,YOLA,12,1228,25,0
United Nigeria,PHC,BEN,4,1220,3,1
Max Air,LOK,BAK,12,645,23,0
Max Air,LOK,LOS,23,487,9,1
Azman Air,JOS,PHC,10,1295,28,0
Aero Contractors,LOK,ILR,2,993,25,0
Aero Contractors,LOS,ABV,16,1305,3,0
Max Air,JOS,BAK,18,974,1,0
Aero Contractors,ABV,BEN,12,476,2,0
Azman Air,JOS,ILR,15,1162,15,0
Dana Air,PHC,LOK,17,935,11,1
Dana Air,BAK,JOS,22,1359,8,0
Arik Air,LOK,ABV,19,935,16,0
Ibom Air,YOLA,BEN,22,313,23,0
Green Africa,BEN,ILR,18,971,17,1
Air Peace,BAK,LOS,5,356,3,0
Aero Contractors,ABV,LOS,22,1212,8,0
Dana Air,ABV,BAK,6,1452,7,0
Overland Airways,LOS,JOS,14,454,21,1
United Nigeria,ILR,ABV,4,1402,3,0
Ibom Air,JOS,ILR,15,1452,7,0
Arik Air,JOS,BAK,5,1254,5,1
Green Africa,LOS,ILR,2,307,1,0
Dana Air,BEN,KAN,11,481,5,0
Arik Air,YOLA,ABV,3,820,3,0
Ibom Air,ABV,PHC,21,589,18,1
Air Peace,BEN,LOS,15,1393,19,0
Dana Air,YOLA,PHC,15,1077,10,0
United Nigeria,ILR,BEN,22,1398,4,0
Green Africa,BAK,PHC,18,1297,30,1
Aero Contractors,LOS,PHC,14,653,13,0
Green Africa,PHC,YOLA,19,1463,1,0
Air Peace,ILR,PHC,1,295,4,0
United Nigeria,LOS,PHC,5,401,9,0
Azman Air,LOS,ILR,13,1260,17,1
Air Peace,LOS,ABV,8,290,11,0
Max Air,LOK,LOS,9,432,7,0
Dana Air,BEN,BAK,17,858,24,0
Aero Contractors,YOLA,JOS,14,1210,25,1
Ibom Air,JOS,PHC,3,1008,7,0
Overland Airways,ABV,LOK,4,1111,13,1
Azman Air,PHC,JOS,20,923,26,0
Overland Airways,PHC,ILR,5,640,29,0
Dana Air,PHC,JOS,14,1195,30,0
Dana Air,KAN,JOS,19,263,19,0
Ibom Air,PHC,JOS,1,204,17,0
Azman Air,ABV,LOK,15,271,18,0
Dana Air,ILR,ABV,4,816,30,1
Overland Airways,YOLA,JOS,22,529,31,0
Azman Air,PHC,BEN,3,1370,26,1
Overland Airways,ILR,YOLA,0,548,13,0
Green Africa,KAN,LOS,20,990,18,0
Azman Air,JOS,BEN,9,615,25,0
Arik Air,LOK,PHC,14,824,21,0
Green Africa,LOK,ILR,1,706,20,0
Green Africa,BAK,KAN,18,722,2,0
Azman Air,LOK,BAK,11,905,19,1
Aero Contractors,BAK,ABV,9,449,15,0
Dana Air,BEN,KAN,11,1100,9,0
Air Peace,LOK,PHC,20,448,30,1
Aero Contractors,KAN,PHC,19,1492,29,0
Aero Contractors,JOS,BEN,8,1053,29,1
Arik Air,ILR,LOS,7,647,14,0
United Nigeria,PHC,BEN,1,282,19,0
Azman Air,LOK,JOS,20,538,8,1
United Nigeria,LOK,ABV,18,321,5,0
Arik Air,ABV,YOLA,7,1347,2,1
Max Air,LOK,LOS,23,734,20,1
Max Air,PHC,ABV,20,1104,3,1
Green Africa,BEN,KAN,2,1146,5,1
Aero Contractors,YOLA,ABV,4,291,2,0
Ibom Air,ILR,KAN,19,1247,9,1
Dana Air,ILR,PHC,7,1330,24,0
United Nigeria,JOS,ILR,23,910,27,1
Air Peace,KAN,JOS,9,493,17,0
Dana Air,LOK,BAK,21,499,21,0
Overland Airways,YOLA,ILR,15,544,20,1
Azman Air,JOS,LOS,3,393,15,1
Max Air,YOLA,BEN,13,635,30,1
United Nigeria,ABV,ILR,9,1054,9,0
Arik Air,LOK,PHC,12,950,2,0
Aero Contractors,KAN,BEN,4,519,23,1
Dana Air,ILR,JOS,21,438,2,0
Ibom Air,ILR,BAK,16,591,29,1
Max Air,LOK,BEN,16,847,29,1
Max Air,BEN,ILR,10,212,11,1
Dana Air,PHC,ABV,18,740,28,0
Green Africa,PHC,YOLA,17,889,3,1
Azman Air,ILR,BEN,16,456,30,0
Overland Airways,KAN,LOK,14,382,10,1
Air Peace,LOS,JOS,7,566,24,0
Aero Contractors,BAK,LOK,11,1219,2,0
Max Air,BEN,BAK,16,1030,1,1
Overland Airways,JOS,BAK,23,1061,6,1
United Nigeria,BAK,BEN,4,1073,6,1
United Nigeria,KAN,BEN,3,1482,11,0
Aero Contractors,BAK,KAN,23,372,16,1
Green Africa,BAK,ABV,23,959,31,1
Ibom Air,KAN,ILR,10,970,1,1
Aero Contractors,ILR,BAK,7,651,5,0
Arik Air,ILR,BAK,15,670,25,0
Green Africa,LOK,BAK,15,1304,26,1
Aero Contractors,JOS,PHC,11,640,10,1
Azman Air,KAN,PHC,23,598,21,0
United Nigeria,JOS,PHC,12,387,28,0
Overland Airways,YOLA,JOS,0,1084,23,0
Aero Contractors,PHC,YOLA,3,1049,6,0
Azman Air,LOK,LOS,20,942,11,0
Arik Air,LOK,KAN,4,714,16,0
Overland Airways,BEN,ABV,4,1460,20,1
Air Peace,KAN,YOLA,20,380,13,0
Arik Air,PHC,BAK,9,609,12,0
Max Air,JOS,LOS,18,715,18,0
Azman Air,KAN,LOS,17,1111,26,0
Aero Contractors,BAK,KAN,15,1295,5,1
Dana Air,PHC,LOS,14,381,28,0
United Nigeria,BAK,LOK,23,303,28,0
Azman Air,YOLA,BAK,20,486,30,0
Aero Contractors,BEN,LOK,21,286,26,0
Air Peace,BEN,LOS,8,585,13,0
Overland Airways,PHC,LOS,22,1296,25,0
Max Air,ABV,LOS,4,802,13,1
Green Africa,YOLA,JOS,4,898,19,0
Air Peace,LOS,LOK,8,642,19,0
Overland Airways,LOK,PHC,8,1459,13,1
Ibom Air,BEN,PHC,1,784,28,0
United Nigeria,KAN,PHC,6,1453,11,1
Max Air,ILR,ABV,0,453,16,0
Azman Air,BAK,KAN,19,1151,23,0
Arik Air,LOS,LOK,1,554,14,0
Overland Airways,KAN,ILR,11,609,10,0
Aero Contractors,YOLA,BAK,19,628,8,0
Arik Air,BEN,LOK,18,674,31,0
Air Peace,LOK,KAN,15,787,23,1
Arik Air,ABV,JOS,4,541,22,1
Green Africa,ABV,PHC,21,673,21,0
Overland Airways,ABV,BAK,17,596,27,0
Azman Air,ILR,KAN,5,1268,20,0
Ibom Air,BAK,PHC,13,890,14,0
Aero Contractors,PHC,BAK,19,933,24,0
United Nigeria,KAN,JOS,16,1240,14,1
Arik Air,BEN,BAK,17,418,18,1
United Nigeria,KAN,JOS,20,795,15,0
United Nigeria,BEN,ABV,22,843,30,0
Overland Airways,BAK,PHC,23,293,28,1
United Nigeria,ILR,PHC,18,1318,16,0
Ibom Air,ILR,KAN,17,1305,14,1
Air Peace,YOLA,ABV,3,539,10,1
Green Africa,PHC,ABV,19,1007,22,0
Azman Air,YOLA,PHC,14,559,21,0
Ibom Air,BAK,LOS,5,311,2,1
Azman Air,KAN,JOS,5,502,5,0
Green Africa,PHC,YOLA,2,250,31,0
Air Peace,YOLA,PHC,8,1005,3,1
Max Air,YOLA,LOS,10,900,23,1
Azman Air,ABV,PHC,4,860,7,0
Azman Air,ILR,LOS,13,1336,24,0
Air Peace,JOS,PHC,1,235,27,0
Arik Air,YOLA,KAN,21,822,12,0
Ibom Air,LOS,YOLA,18,882,30,0
Arik Air,ABV,LOK,7,1301,10,0
Arik Air,KAN,LOK,12,1048,11,0
Arik Air,LOK,ILR,18,1159,30,0
United Nigeria,ILR,JOS,4,244,25,1
Aero Contractors,BAK,KAN,14,1072,17,1
Azman Air,BEN,YOLA,3,1151,4,0
Arik Air,BAK,LOS,3,853,6,1
Ibom Air,ABV,JOS,17,214,7,0
Aero Contractors,LOS,YOLA,23,839,27,1
Aero Contractors,BAK,ABV,18,366,5,0
Arik Air,LOS,JOS,19,262,6,0
Overland Airways,BEN,KAN,21,402,17,1
Arik Air,LOK,ILR,8,1380,14,1
Overland Airways,ILR,KAN,14,477,11,0
Arik Air,ILR,LOS,11,1324,5,1
Ibom Air,JOS,LOK,3,1094,2,1
Overland Airways,LOS,BAK,2,1392,31,1
Aero Contractors,YOLA,BAK,16,1364,27,0
Arik Air,YOLA,BEN,4,546,16,1
Arik Air,LOS,YOLA,20,1175,17,1
Azman Air,PHC,LOS,6,1033,26,1
Azman Air,BAK,PHC,6,392,16,0
Dana Air,KAN,LOK,6,1098,9,0
Arik Air,KAN,JOS,16,351,20,0
Dana Air,KAN,ILR,14,585,20,0
Air Peace,BEN,LOS,6,1431,9,0
Air Peace,ILR,KAN,14,1188,5,0
Aero Contractors,KAN,ABV,19,1301,4,1
Overland Airways,ILR,ABV,3,371,7,1
Arik Air,ILR,LOS,1,536,29,0
Green Africa,LOS,BEN,21,1091,29,1
Arik Air,BEN,ABV,12,804,5,1
Arik Air,ILR,KAN,11,688,24,0
Green Africa,KAN,ILR,9,865,3,1
Air Peace,BEN,PHC,18,305,30,0
Dana Air,KAN,JOS,14,1069,8,0
Aero Contractors,ABV,BAK,16,1432,31,0
Air Peace,BAK,YOLA,20,551,16,0
Green Africa,ABV,BAK,5,1047,27,1
Arik Air,ABV,BEN,4,247,6,0
Air Peace,LOS,ABV,20,1469,30,1
Azman Air,BAK,JOS,13,674,9,0
Arik Air,LOS,ILR,23,676,22,0
Max Air,KAN,LOK,13,1480,20,1
United Nigeria,KAN,YOLA,15,418,11,1
Overland Airways,PHC,LOK,9,444,19,1
United Nigeria,ILR,YOLA,0,642,7,0
Air Peace,LOS,BAK,23,700,10,1
Arik Air,JOS,ABV,10,1450,5,1
Overland Airways,LOK,PHC,16,968,23,1
Aero Contractors,LOS,YOLA,3,454,6,1
United Nigeria,KAN,YOLA,6,269,31,0
Arik Air,BAK,JOS,2,654,18,0
Aero Contractors,LOS,KAN,23,777,21,0
Dana Air,KAN,YOLA,19,1225,15,0
United Nigeria,PHC,LOS,13,694,27,0
Azman Air,ABV,ILR,17,524,31,0
Azman Air,LOS,ILR,17,980,10,1
Aero Contractors,YOLA,LOK,23,602,6,1
Dana Air,LOK,LOS,23,1050,24,1
Ibom Air,YOLA,PHC,0,328,1,1
Ibom Air,ILR,BEN,5,345,28,1
Azman Air,ILR,KAN,8,1319,28,1
Max Air,ABV,BEN,1,700,28,1
Green Africa,ABV,LOK,7,207,10,0
Green Africa,LOS,PHC,20,973,16,0
Green Africa,LOK,PHC,9,201,5,1
United Nigeria,ILR,ABV,22,894,14,1
Max Air,ABV,YOLA,10,1033,14,1
Arik Air,YOLA,PHC,8,939,7,1
Dana Air,ILR,LOS,18,399,31,1
Aero Contractors,PHC,LOK,10,225,19,0
United Nigeria,ILR,ABV,3,1143,4,1
Ibom Air,LOK,PHC,4,1162,28,1
Dana Air,JOS,LOS,20,1056,22,0
Arik Air,YOLA,ILR,17,396,15,1
Dana Air,PHC,BEN,4,709,17,1
Green Africa,LOK,LOS,17,1214,31,0
Ibom Air,KAN,BAK,16,1253,1,0
Azman Air,BAK,YOLA,2,1122,24,1
Aero Contractors,BEN,BAK,10,498,15,0
Green Africa,JOS,PHC,16,1356,16,0
Dana Air,LOK,KAN,7,220,24,0
Azman Air,LOK,JOS,23,1264,22,1
Arik Air,JOS,BEN,7,1163,11,1
Azman Air,BAK,YOLA,22,1166,9,0
United Nigeria,PHC,BAK,22,658,17,1
Max Air,PHC,KAN,1,713,31,1
Azman Air,ABV,YOLA,6,1267,26,1
Overland Airways,LOS,PHC,20,240,15,0
Green Africa,YOLA,LOS,23,462,18,1
Air Peace,BAK,LOS,5,1232,3,0
Arik Air,JOS,BAK,19,1276,22,1
Overland Airways,YOLA,PHC,17,1222,23,0
United Nigeria,YOLA,JOS,6,327,19,0
Ibom Air,LOS,LOK,17,730,14,0
Aero Contractors,LOK,JOS,11,843,2,1
Air Peace,LOK,BAK,6,724,31,0
Overland Airways,ILR,ABV,0,1165,30,1
Azman Air,LOK,BAK,9,1363,5,1
Aero Contractors,JOS,LOK,9,1093,17,0
Max Air,ILR,LOS,2,431,21,1
Overland Airways,LOS,PHC,2,1132,16,0
Dana Air,JOS,BEN,12,287,3,0
Green Africa,PHC,BAK,12,965,10,0
Dana Air,LOS,JOS,5,836,19,1
Aero Contractors,YOLA,ABV,14,1185,23,0
Dana Air,BEN,JOS,8,560,31,0
United Nigeria,PHC,ILR,20,331,3,0
Overland Airways,ILR,BAK,5,376,2,1
United Nigeria,JOS,LOS,5,1275,3,1
Air Peace,PHC,ABV,7,221,15,1
Max Air,ABV,KAN,10,852,27,1
Air Peace,JOS,PHC,18,982,20,1
Air Peace,BEN,LOS,15,367,9,0
Air Peace,ILR,KAN,8,1261,15,0
Arik Air,LOS,ABV,22,1072,28,1
Max Air,PHC,BEN,15,831,30,0
Ibom Air,BEN,LOS,5,1033,6,1
Dana Air,ABV,JOS,16,1389,5,1
Arik Air,PHC,BAK,15,921,6,0
Azman Air,KAN,ABV,19,1298,5,0
United Nigeria,KAN,PHC,20,639,22,0
Arik Air,ILR,PHC,17,1488,12,1
Aero Contractors,LOS,KAN,0,442,4,1
Air Peace,ILR,LOK,17,800,24,1
Max Air,YOLA,PHC,21,742,25,1
United Nigeria,YOLA,BAK,1,749,23,0
Ibom Air,JOS,LOS,8,602,30,0
Green Africa,BEN,YOLA,23,849,14,0
Dana Air,LOS,BAK,10,275,11,0
Azman Air,LOS,LOK,9,538,28,0
Overland Airways,JOS,LOK,13,964,1,0
Max Air,BEN,PHC,6,1302,21,1
Aero Contractors,JOS,LOK,18,237,23,0
Arik Air,BAK,ILR,5,517,31,0
Max Air,ABV,JOS,15,1386,5,1
Azman Air,KAN,PHC,18,839,5,0
Max Air,ILR,BEN,12,528,5,0
Arik Air,PHC,JOS,11,675,21,0
Ibom Air,YOLA,ABV,21,1375,13,1
Ibom Air,PHC,BAK,7,542,21,0
Green Africa,LOS,BAK,3,1390,1,1
Air Peace,ABV,LOK,19,339,12,0
Green Africa,BAK,JOS,7,1452,6,0
Dana Air,LOK,LOS,22,272,27,0
Arik Air,LOK,JOS,20,627,11,0
Overland Airways,BAK,PHC,15,1182,29,1
Ibom Air,LOK,ILR,1,799,6,1
Green Africa,BAK,KAN,21,296,24,0
Azman Air,YOLA,BAK,16,677,30,1
Ibom Air,YOLA,ILR,22,1221,5,0
Green Africa,LOK,LOS,4,690,18,0
Dana Air,LOK,JOS,4,605,16,0
Ibom Air,LOS,PHC,11,914,13,1
Green Africa,BAK,LOK,6,646,7,0
Arik Air,BEN,ABV,4,898,14,1
Dana Air,JOS,LOK,3,1498,1,0
Azman Air,JOS,LOK,16,1243,21,0
Azman Air,PHC,ILR,5,784,28,0
Overland Airways,PHC,ABV,13,626,21,0
Max Air,LOK,JOS,8,1153,12,1
Air Peace,KAN,BEN,3,1049,3,1
Arik Air,YOLA,BAK,10,793,18,0
Ibom Air,BAK,JOS,20,226,20,0
Azman Air,ABV,PHC,15,1270,7,0
Arik Air,ABV,PHC,15,655,10,1
Dana Air,YOLA,BAK,15,311,19,0
Dana Air,PHC,JOS,5,946,13,0
Ibom Air,LOS,ILR,14,574,14,1
Aero Contractors,LOK,PHC,8,325,6,0
Arik Air,KAN,JOS,0,1230,7,0
Azman Air,KAN,BEN,5,561,15,1
Green Africa,KAN,YOLA,23,878,18,0
Arik Air,ABV,BAK,4,1182,3,0
Air Peace,LOS,KAN,17,963,16,0
Arik Air,LOS,PHC,20,974,25,1
United Nigeria,PHC,JOS,11,1487,1,0
Dana Air,YOLA,ILR,6,999,24,0
Max Air,LOK,JOS,1,474,1,0
Aero Contractors,BEN,LOS,8,1105,6,0
Max Air,ILR,BEN,23,691,11,1
Green Africa,JOS,LOK,19,576,24,0
Ibom Air,LOS,JOS,7,858,7,1
Ibom Air,PHC,ABV,8,740,3,0
Ibom Air,JOS,KAN,9,1038,28,0
Azman Air,ILR,LOK,11,519,6,0
Aero Contractors,KAN,BEN,1,424,1,1
Azman Air,YOLA,LOS,9,655,8,0
Dana Air,KAN,ABV,2,850,25,1
United Nigeria,ILR,BEN,0,616,25,1
Overland Airways,ABV,YOLA,16,1003,14,1
Aero Contractors,YOLA,LOS,21,978,4,1
Dana Air,BAK,YOLA,4,808,23,1
Arik Air,KAN,YOLA,13,992,23,0
Green Africa,ABV,LOK,5,1214,16,1
